asset_nm,similar_assets
소녀대인 18회.,"['소녀대인 1회', '소녀대인 01회.', '소녀대인 15회', '소녀대인 15회.', '소녀대인 19회.', '소녀대인 19회', '소녀대인 14회.', '소녀대인 14회', '소녀대인 4회']"
소녀대인 19회.,"['소녀대인 19회', '소녀대인 17회', '소녀대인 17회.', '소녀대인 15회', '소녀대인 15회.', '소녀대인 18회.', '소녀대인 18회', '바보 온달과 평강 공주', '오자룡이 간다 033회', '소녀대인 22회']"
소녀대인 20회.,"['소녀대인 8회', '소녀대인 08회.', '소녀대인 22회.', '소녀대인 22회', '소녀대인 1회', '소녀대인 01회.', '소녀대인 29회.', '소녀대인 4회', '소녀대인 04회.']"
소녀대인 21회.,"['소녀대인 09회.', '소녀대인 9회', '감옥정사', '소녀대인 01회.', '소녀대인 1회', '소녀대인 8회', '소녀대인 08회.', '소녀대인 22회.', '소녀대인 22회', '소녀대인 25회.']"
소녀대인 22회.,"['소녀대인 8회', '소녀대인 08회.', '소녀대인 1회', '소녀대인 01회.', '소녀대인 29회.', '소녀대인 04회.', '소녀대인 4회', '소녀대인 20회.', '소녀대인 20회']"
소녀대인 23회.,"['소녀대인 23회', '소녀대인 05회.', '소녀대인 5회', '소녀대인 14회.', '소녀대인 14회', '소녀대인 1회', '소녀대인 01회.', '소녀대인 11회', '소녀대인 11회.', '소녀대인 06회.']"
소녀대인 24회.,"['소녀대인 24회', '소녀대인 25회.', '소녀대인 27회.', '소녀대인 28회.', '소녀대인 09회.', '소녀대인 9회', '심야괴담회 73회', '경경아심 : 두근두근 내 마음을 들어봐 2회', '경경아심 : 두근두근 내 마음을 들어봐 02회.', '경경아심 : 두근두근 내 마음을 들어봐 02회']"
소녀대인 25회.,"['소녀대인 26회.', '소녀대인 24회.', '소녀대인 24회', '소녀대인 22회', '소녀대인 22회.', '소녀대인 8회', '소녀대인 08회.', '소녀대인 09회.', '소녀대인 9회', '왔다 장보리 50회']"
소녀대인 26회.,"['소녀대인 25회.', '비밀의 집 91회', '소녀대인 22회', '소녀대인 22회.', '히든싱어 시즌7 14회', '소녀대인 8회', '소녀대인 08회.', '소녀대인 20회', '소녀대인 20회.', '소녀대인 1회']"
소녀대인 27회.,"['소녀대인 24회.', '소녀대인 24회', '소녀대인 14회', '소녀대인 14회.', '정사: 캠퍼스 커플', '소녀대인 25회.', '소녀대인 28회.', '소녀대인 11회', '소녀대인 11회.', '방랑하는 봉봉캔디']"
소녀대인 28회.,"['소녀대인 24회', '소녀대인 24회.', '소녀대인 13회', '소녀대인 13회.', '연희공략: 건륭황제의여인 12회.', '연희공략: 건륭황제의여인 12회', '소녀대인 2회', '소녀대인 02회.', '소녀대인 23회.', '소녀대인 23회']"
소녀대인 29회.,"['소녀대인 22회', '소녀대인 22회.', '소녀대인 14회', '소녀대인 14회.', '소녀대인 20회.', '소녀대인 20회', '소녀대인 11회.', '소녀대인 11회', '소녀대인 08회.', '소녀대인 8회']"
소녀대인 30회.,"['소녀대인 31회.', '소녀대인 31회', '군자맹 18회', '소녀대인 08회.', '소녀대인 8회', '소녀대인 12회', '소녀대인 12회.', '킹덤 2: 아득한 대지로', 'VIVANT 4회', '소녀대인 14회.']"
소녀대인 31회.,"['소녀대인 30회.', '소녀대인 08회.', '소녀대인 8회', '소녀대인 18회.', '소녀대인 18회', '소녀대인 22회.', '소녀대인 22회', '소녀대인 01회.', '소녀대인 1회']"
소녀대인 32회.,"['옹정황제의 여인 37회', '옹정황제의 여인 75회.', '대당여아행 55회', '학려화정 39회', '학려화정 39회.', '옹정황제의 여인 33회', '옹정황제의 여인 71회.', '학려화정 56회', '학려화정 56회.']"
소세가인담담장 01회.,"['그 낭자의 수상한 뷰티 게임 01회', '소세가인담담장 02회.', '그 낭자의 수상한 뷰티 게임 02회.', '소세가인담담장 2회', '그 낭자의 수상한 뷰티 게임 2회', '소세가인담담장 02회', '그레이트 뷰티', '소세가인담담장 24회', '빛의 아버지: 파이널 판타지 XIV']"
소세가인담담장 02회.,"['그 낭자의 수상한 뷰티 게임 02회.', '소세가인담담장 02회', '소세가인담담장 2회', '소세가인담담장 4회', '소세가인담담장 04회.', '소세가인담담장 03회', '소세가인담담장 03회.', '소세가인담담장 3회', '그 낭자의 수상한 뷰티 게임 01회']"
소세가인담담장 03회.,"['소세가인담담장 03회', '소세가인담담장 5회', '소세가인담담장 05회.', '소세가인담담장 7회', '소세가인담담장 07회.', '소세가인담담장 02회.', '그 낭자의 수상한 뷰티 게임 2회', '소세가인담담장 02회', '그 낭자의 수상한 뷰티 게임 02회.']"
소세가인담담장 04회.,"['소세가인담담장 4회', '그 낭자의 수상한 뷰티 게임 2회', '소세가인담담장 2회', '소세가인담담장 02회', '그 낭자의 수상한 뷰티 게임 02회.', '소세가인담담장 02회.', '소세가인담담장 3회', '소세가인담담장 03회.', '소세가인담담장 03회', '기막힌 이야기 실제상황 407회']"
소세가인담담장 05회.,"['소세가인담담장 06회.', '소세가인담담장 6회', '소세가인담담장 3회', '소세가인담담장 03회', '소세가인담담장 03회.', '소세가인담담장 7회', '소세가인담담장 07회.', '소세가인담담장 24회', '소세가인담담장 2회']"
소세가인담담장 06회.,"['소세가인담담장 5회', '소세가인담담장 05회.', '소세가인담담장 03회', '소세가인담담장 03회.', '소세가인담담장 3회', '소세가인담담장 07회.', '소세가인담담장 7회', '소세가인담담장 24회', '그 낭자의 수상한 뷰티 게임 10회']"
소세가인담담장 07회.,"['소세가인담담장 7회', '소세가인담담장 3회', '소세가인담담장 03회.', '소세가인담담장 03회', '소세가인담담장 5회', '소세가인담담장 05회.', '소세가인담담장 06회.', '소세가인담담장 6회', '박원숙의 같이 삽시다 시즌3 124회', '박원숙의 같이 삽시다 시즌3 123회']"
소세가인담담장 08회.,"['강호소년결 : 강호들의 결투 1회', '그 낭자의 수상한 뷰티 게임 10회', '구소한야난 - 너의 온도 06회.', '구소한야난 - 너의 온도 6회', '구소한야난 - 너의 온도 06회', '공동경비구역JSA', '풀잎처럼 눕다', '텔미썸딩', '하늘의 인연 81회']"
"암련, 귤생회남 01회.","['암련, 귤생회남 1회', '암련, 귤생회남 2회', '암련, 귤생회남 02회.', '암련, 귤생회남 36회.', '암련, 귤생회남 36회', '암련, 귤생회남 10회.', '암련, 귤생회남 10회', '암련, 귤생회남 04회.', '암련, 귤생회남 4회', '암련, 귤생회남 24회']"
"암련, 귤생회남 02회.","['암련, 귤생회남 2회', '암련, 귤생회남 1회', '암련, 귤생회남 01회.', '암련, 귤생회남 10회.', '암련, 귤생회남 10회', '암련, 귤생회남 8회', '암련, 귤생회남 08회.', '암련, 귤생회남 30회', '암련, 귤생회남 30회.', '암련, 귤생회남 25회']"
"암련, 귤생회남 03회.","['암련, 귤생회남 34회.', '암련, 귤생회남 34회', '암련, 귤생회남 04회.', '암련, 귤생회남 4회', '암련, 귤생회남 1회', '암련, 귤생회남 01회.', '모야모야 시즌1', '암련, 귤생회남 18회', '암련, 귤생회남 18회.', '암련, 귤생회남 25회.']"
"암련, 귤생회남 04회.","['암련, 귤생회남 4회', '암련, 귤생회남 34회', '암련, 귤생회남 34회.', '암련, 귤생회남 18회', '암련, 귤생회남 18회.', '암련, 귤생회남 33회', '암련, 귤생회남 33회.', '암련, 귤생회남 01회.', '암련, 귤생회남 1회', '암련, 귤생회남 11회']"
"암련, 귤생회남 05회.","['암련, 귤생회남 10회.', '암련, 귤생회남 10회', '암련, 귤생회남 12회', '암련, 귤생회남 12회.', '암련, 귤생회남 16회.', '암련, 귤생회남 16회', '암련, 귤생회남 26회.', '암련, 귤생회남 26회', '암련, 귤생회남 18회']"
"암련, 귤생회남 06회.","['암련, 귤생회남 21회.', '암련, 귤생회남 21회', '암련, 귤생회남 17회', '암련, 귤생회남 17회.', '암련, 귤생회남 36회', '암련, 귤생회남 36회.', '암련, 귤생회남 15회', '암련, 귤생회남 15회.', '암련, 귤생회남 8회']"
"암련, 귤생회남 07회.","['암련, 귤생회남 8회', '암련, 귤생회남 08회.', '암련, 귤생회남 19회.', '암련, 귤생회남 19회', '암련, 귤생회남 02회.', '암련, 귤생회남 2회', '암련, 귤생회남 26회.', '암련, 귤생회남 26회', '암련, 귤생회남 29회.']"
"암련, 귤생회남 08회.","['암련, 귤생회남 7회', '암련, 귤생회남 07회.', '암련, 귤생회남 2회', '암련, 귤생회남 02회.', '암련, 귤생회남 06회.', '암련, 귤생회남 6회', '암련, 귤생회남 17회', '암련, 귤생회남 17회.', '암련, 귤생회남 27회']"
"암련, 귤생회남 09회.","['암련, 귤생회남 9회', '암련, 귤생회남 19회', '암련, 귤생회남 19회.', '암련, 귤생회남 31회', '암련, 귤생회남 31회.', '낭만닥터 김사부 20회', '암련, 귤생회남 37회', '암련, 귤생회남 37회.', '암련, 귤생회남 22회.', '암련, 귤생회남 22회']"
"암련, 귤생회남 10회.","['암련, 귤생회남 05회.', '암련, 귤생회남 5회', '암련, 귤생회남 30회', '암련, 귤생회남 30회.', '암련, 귤생회남 02회.', '암련, 귤생회남 2회', '암련, 귤생회남 32회', '암련, 귤생회남 32회.', '암련, 귤생회남 01회.']"
"암련, 귤생회남 11회.","['암련, 귤생회남 35회', '암련, 귤생회남 35회.', '암련, 귤생회남 26회.', '암련, 귤생회남 26회', '암련, 귤생회남 34회', '암련, 귤생회남 34회.', '암련, 귤생회남 18회', '암련, 귤생회남 18회.', '암련, 귤생회남 25회']"
"암련, 귤생회남 12회.","['암련, 귤생회남 12회', '암련, 귤생회남 05회.', '암련, 귤생회남 5회', '암련, 귤생회남 38회', '암련, 귤생회남 38회.', '암련, 귤생회남 26회', '암련, 귤생회남 26회.', '암련, 귤생회남 04회.', '암련, 귤생회남 4회', '암련, 귤생회남 16회.']"
"암련, 귤생회남 13회.","['암련, 귤생회남 18회', '암련, 귤생회남 18회.', '암련, 귤생회남 19회', '암련, 귤생회남 19회.', '암련, 귤생회남 15회.', '암련, 귤생회남 15회', '차시천하 05회', 'E컵에 흘러내리는 아줌마', '암련, 귤생회남 34회.']"
"암련, 귤생회남 14회.","['암련, 귤생회남 14회', '암련, 귤생회남 11회', '암련, 귤생회남 11회.', '소방서 옆 경찰서 그리고 국과수 08회', '소방서 옆 경찰서 그리고 국과수 8회', '연희공략: 건륭황제의여인 01회.', '용주전기 무간도 15회.', '용주전기 무간도 15회', '암련, 귤생회남 33회.', '암련, 귤생회남 33회']"
"암련, 귤생회남 15회.","['암련, 귤생회남 15회', '암련, 귤생회남 17회.', '암련, 귤생회남 17회', '암련, 귤생회남 27회', '암련, 귤생회남 27회.', '암련, 귤생회남 33회.', '암련, 귤생회남 33회', '암련, 귤생회남 06회.', '암련, 귤생회남 6회', '암련, 귤생회남 11회']"
"암련, 귤생회남 16회.","['암련, 귤생회남 17회.', '암련, 귤생회남 17회', '암련, 귤생회남 21회', '암련, 귤생회남 21회.', '암련, 귤생회남 05회.', '암련, 귤생회남 5회', '암련, 귤생회남 22회.', '암련, 귤생회남 22회', '암련, 귤생회남 36회.']"
"암련, 귤생회남 17회.","['암련, 귤생회남 17회', '암련, 귤생회남 06회.', '암련, 귤생회남 6회', '암련, 귤생회남 16회.', '암련, 귤생회남 16회', '암련, 귤생회남 21회', '암련, 귤생회남 21회.', '암련, 귤생회남 36회', '암련, 귤생회남 36회.', '암련, 귤생회남 15회']"
"암련, 귤생회남 18회.","['암련, 귤생회남 4회', '암련, 귤생회남 04회.', '암련, 귤생회남 34회.', '암련, 귤생회남 34회', '암련, 귤생회남 22회.', '암련, 귤생회남 22회', '암련, 귤생회남 11회.', '암련, 귤생회남 11회', '암련, 귤생회남 02회.']"
"암련, 귤생회남 19회.","['암련, 귤생회남 9회', '암련, 귤생회남 09회.', '암련, 귤생회남 22회.', '암련, 귤생회남 22회', '암련, 귤생회남 7회', '암련, 귤생회남 07회.', '암련, 귤생회남 04회.', '암련, 귤생회남 4회', '암련, 귤생회남 16회']"
"암련, 귤생회남 20회.","['암련, 귤생회남 20회', '암련, 귤생회남 25회', '암련, 귤생회남 25회.', '암련, 귤생회남 35회', '암련, 귤생회남 35회.', '암련, 귤생회남 26회.', '암련, 귤생회남 26회', '암련, 귤생회남 02회.', '암련, 귤생회남 2회', '암련, 귤생회남 30회.']"
"암련, 귤생회남 21회.","['암련, 귤생회남 6회', '암련, 귤생회남 06회.', '암련, 귤생회남 17회', '암련, 귤생회남 17회.', '암련, 귤생회남 36회.', '암련, 귤생회남 36회', '암련, 귤생회남 16회.', '암련, 귤생회남 16회', '암련, 귤생회남 22회.']"
"암련, 귤생회남 22회.","['암련, 귤생회남 22회', '암련, 귤생회남 35회.', '암련, 귤생회남 35회', '암련, 귤생회남 18회.', '암련, 귤생회남 18회', '암련, 귤생회남 16회', '암련, 귤생회남 16회.', '암련, 귤생회남 19회.', '암련, 귤생회남 19회', '암련, 귤생회남 21회.']"
"암련, 귤생회남 23회.","['암련, 귤생회남 4회', '암련, 귤생회남 04회.', '암련, 귤생회남 18회', '암련, 귤생회남 18회.', '암련, 귤생회남 33회', '암련, 귤생회남 33회.', '암련, 귤생회남 25회', '암련, 귤생회남 25회.', '암련, 귤생회남 1회', '암련, 귤생회남 01회.']"
"암련, 귤생회남 24회.","['암련, 귤생회남 24회', '암련, 귤생회남 36회', '암련, 귤생회남 36회.', '암련, 귤생회남 25회.', '암련, 귤생회남 25회', '암련, 귤생회남 01회.', '암련, 귤생회남 1회', '암련, 귤생회남 34회.', '암련, 귤생회남 34회', '암련, 귤생회남 02회.']"
"암련, 귤생회남 25회.","['암련, 귤생회남 2회', '암련, 귤생회남 02회.', '암련, 귤생회남 24회', '암련, 귤생회남 24회.', '암련, 귤생회남 11회', '암련, 귤생회남 11회.', '암련, 귤생회남 34회.', '암련, 귤생회남 34회', '암련, 귤생회남 5회']"
"암련, 귤생회남 26회.","['암련, 귤생회남 11회.', '암련, 귤생회남 11회', '암련, 귤생회남 35회', '암련, 귤생회남 35회.', '암련, 귤생회남 5회', '암련, 귤생회남 05회.', '암련, 귤생회남 07회.', '암련, 귤생회남 7회', '암련, 귤생회남 34회.']"
