index,asset_nm,ct_cl,genre_of_ct_cl,SMRY,ACTR_DISP,disp_rtm,category_l,category_h,series_nm,clean_asset_nm,image
60,에브리씽 에브리웨어 올 앳 원스,영화,액션/어드벤쳐,"미국에 이민 와 힘겹게 세탁소를 운영하던 에블린은 세무당국의 조사에 시달리던 어느 날, 남편의 이혼 요구와 삐딱하게 구는 딸로 인해 대혼란에 빠진다. 그 순간 에블린은 멀티버스 안에서 수천, 수만의 자신이 세상을 살아가고 있다는 사실을 알게 되는데...","양자경,스테파니 수,키 호이 콴,제이미 리 커티스",8340.0,액션/어드벤쳐,영화,,에브리씽 에브리웨어 올 앳 원스,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aCW0sC55bFnOaUBP2eUGryvAJXf.jpg
61,옹정황제의 여인 71회.,TV드라마,외화 시리즈,견환과 황후는 말다툼을 벌이고 견환은 쓰러져 아이를 유산한다. 분노한 황제는 황후를 연금하고 3황자는 연금된 황후와 왕야들의 구명을 주청하다 황제의 노여움을 산다. 황제는 3황자를 종친에서 제명하라는 명을 내리는데...,"손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
62,옹정황제의 여인 72회.,TV드라마,외화 시리즈,"황후의 수령 태감인 강복해의 자백으로 황후의 모든 죄가 밝혀지지만, 황후는 오히려 황제를 사랑하기 때문에 그랬다며 당당하게 군다. 한편, 준가르의 새로운 칸이 찾아오고 견환은 능운봉에서 뱀에 물렸던 그 사내임을 알아보는데...","손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
63,옹정황제의 여인 73회.,TV드라마,외화 시리즈,"준가르 칸은 화친의 의미로 견환을 자신의 왕비로 달라고 요구하고 황제는 윤례를 떠보기 위해 이 소식을 흘린다. 황제가 견환을 준가르에 보내는 척하자 윤례는 당장 군을 일으키고, 황제는 분노하여 윤례를 변방에 보내 돌아오지 못하게 하는데...","손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
64,옹정황제의 여인 74회.,TV드라마,외화 시리즈,"3년 후, 황제는 윤례를 경성으로 불러들이고 견환에게 윤례를 독살하라는 명을 내린다. 윤례를 죽일 수 없는 견환은 자살할 마음으로 독주를 들고 윤례를 찾아가지만 상황을 눈치 챈 윤례는 술잔을 바꿔 대신 마시는데...","손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
65,옹정황제의 여인 75회.,TV드라마,외화 시리즈,"조정 신료들은 태자를 세우라 권하고 황제는 고민한다. 황제는 무병장수에 집착하면서 도사들이 만든 금단을 복용하지만 부작용으로 몸이 점차 쇠약해진다. 한편, 황제는 윤례의 아들 원철과 6황자 홍염이 지나치게 닮았다는 것을 깨닫고 큰 충격을 받는데...","손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
66,옹정황제의 여인 76회.,TV드라마,외화 시리즈,마지막회. 황제는 병세가 악화돼 결국 쓰러지고 견환에게 홍염이 누구 자식이냐고 묻는다. 하지만 견환은 말을 돌리며 정화 공주가 온실초의 아이임을 알려준다. 황제는 충격과 분노로 치를 떨다 눈을 감는다. 4황자 홍력이 드디어 황위에 오르는데...,"손려,진건빈,채소분,장흔",2460.0,TV드라마,TV드라마,,옹정황제의 여인.,
67,킬러의 레스토랑,영화,액션/어드벤쳐," 특수 요원 생활을 청산하고 과거를 숨긴 채 유명 레스토랑의 셰프로 살아가는 아나. 어느 날 그녀가 일하는 레스토랑이 마피아의 타깃이 되고, 아나는 레스토랑을 구하기 위해 과거의 본능을 살려 주방 안팎으로 실력을 발휘하기 시작하는데...","올가 쿠릴렌코,돈 존슨",5040.0,액션/어드벤쳐,영화,,킬러의 레스토랑,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wIFYnvvdwsjD0Wjeg8MjIIp58rR.jpg
68,금의위: 천하제일검,영화,액션/어드벤쳐,일정각은 정의를 구현한다는 기치하에 탐관오리를 죽여 백성들로부터 무한한 신뢰와 지지를 받는 단체다. 재상의 유일한 정적이었던 영왕은 일정각에게 살해당하고 영왕의 제자 항지욱은 영왕의 명예 회복을 위해 나선다.,"곡욱둥,유대우,시선여,고지항",4560.0,액션/어드벤쳐,영화,,금의위: 천하제일검,
69,념념무명 03회.,TV드라마,외화 시리즈,"적국에 인질로 잡혀갔던 세자가 귀국하게 되자 사소념은 세자 암살 청부를 맡고, 안무명은 세자 호송 임무를 맡게 된다. 사소념과 안무명은 각각 업계 은퇴를 위해 마지막 임무를 수락하는데...","호단단,양택",2520.0,TV드라마,TV드라마,,념념무명.,
70,니급아적희환 01회.,TV드라마,외화 시리즈,5년 전 헤어진 뒤로 파티에서 다시 만난 신치와 민후이. 신치는 민후이가 파티에서 관차오 대표이자 정이팅의 남편인 청치랑을 유혹하는 듯한 모습을 보이자 민후이를 오해하고 그녀에게 과거의 잘못 때문에 대가를 치를 거라고 말한다.,"왕위원,왕쯔치,리촨,리싱야오",2760.0,TV드라마,TV드라마,,니급아적희환.,
71,니급아적희환 02회.,TV드라마,외화 시리즈,자런 병원과의 미스트 협력 건이 중단되자 민후이는 자런의 최대 주주인 신치를 찾아가 미스트 데이터를 보고 다시 한번 생각해 달라고 부탁하지만 신치는 그녀의 부탁을 거절한다. 한편 신치는 자런에 검진을 받으러 갔다가 우연히 민후이에게 아들이 있단 사실을 알게 된다.,"왕위원,왕쯔치,리촨,리싱야오",2700.0,TV드라마,TV드라마,,니급아적희환.,
72,니급아적희환 03회.,TV드라마,외화 시리즈,"민후이가 다른 남자와 혼인해서 아이까지 가졌다고 오해한 신치는 민후이에게 화가 나고, 민후이의 발표 때 온갖 태클을 건다. 차오무는 운전하다가 천자쥔과 사고가 난다. 우연히 취안취안을 만나게 된 신치는 천천에게 아빠가 없다는 사실을 알게 되는데...","왕위원,왕쯔치,리촨,리싱야오",2760.0,TV드라마,TV드라마,,니급아적희환.,
73,니급아적희환 04회.,TV드라마,외화 시리즈,"관차오와 푸화 원장의 뒷거래를 의심한 신치와 민후이는 각자 푸화의 뒤를 밟다가 만나고, 민후이의 설득 끝에 서로 힘을 합치기로 한다. 푸화의 아내와 린시웨의 통화 내역이 결정적인 증거가 되고, 결국 관차오는 입찰 취소가 된다.","왕위원,왕쯔치,리촨,리싱야오",2700.0,TV드라마,TV드라마,,니급아적희환.,
74,니급아적희환 05회.,TV드라마,외화 시리즈,"신치는 심장 검측기를 몸에 다는 것이 싫어 풀이 죽어 있는 천천을 위해 아이언맨 심장을 손수 만들어 주고, 천천은 당당히 유치원으로 향한다...","왕위원,왕쯔치,리촨,리싱야오",2760.0,TV드라마,TV드라마,,니급아적희환.,
75,대발후 01회.,TV드라마,외화 시리즈,"양암과 양람 남매는 어머니의 복수를 위해 천정에 반항을 일으킨다. 무극성존의 설득으로 양암은 여동생 양람을 구하기 위해 초안을 받아들인다. 한편, 천조의 변수 반석이 3백 년 일찍 요괴로 변해 기래산에 나왔는데...","임봉,장몽첩,오극군",2580.0,TV드라마,TV드라마,,대발후.,
76,무림유협기 01회.,TV드라마,외화 시리즈,"천 년을 수련한 끝에 인간으로 변신하게 된 인삼 선녀 엽혜는 우연히 풍화곡 곡주 백악을 만나게 되고, 몰래 그를 지켜보다가 지하궁에 숨게 된다. 엽혜는 지하궁에서 위험에 처한 백악의 목숨을 구해 준 뒤 떠나고, 백악은 생명의 은인 엽혜에 대해 수소문한다.","이굉의,황일영",2100.0,TV드라마,TV드라마,,무림유협기.,
77,무림유협기 02회.,TV드라마,외화 시리즈,"백악과 함께 백로성에 간 엽혜. 백악과 엽혜는 초요를 만나 초요의 집에서 묵게 된다. 찻집에서 이야기꾼의 이야기를 듣던 도중에 갑자기 관아 병사들과 무림 일파가 들이닥치고, 이들은 엽혜를 잡으려고 한다.","이굉의,황일영",2160.0,TV드라마,TV드라마,,무림유협기.,
78,"부군청자중 : 부군님, 자중하시어요 01회.",TV드라마,외화 시리즈,"작가 목소석은 자신이 쓴 소설 속으로 들어가게 된다. 현실 세계로 돌아오기 위해 첫 번째 미션인 진천과의 첫날밤 보내기를 쉽게 성공하며 귀성 조각을 얻게 되어, 하루빨리 현실 세계로 돌아갈 수 있을 거라는 자신감을 얻게 된다.","양택,도지영,쉬궈둥,판리퉁",1380.0,TV드라마,TV드라마,,"부군청자중 : 부군님, 자중하시어요.",
79,"부군청자중 : 부군님, 자중하시어요 02회.",TV드라마,외화 시리즈,"진천은 부패사건 증인인 서사장을 찾아갔다가, 서사장이 벼락 맞아 죽을 거라는 목소석의 마음속 말이 생각나 우연히 서사장을 구하게 되고, 핵심 증거인 장부를 손에 넣게 된다. 그러나 목소석이 두 번째 미션을 수행하기 위해 진천을 배신하고 진서의 손을 잡게 되는데...","양택,도지영,쉬궈둥,판리퉁",1320.0,TV드라마,TV드라마,,"부군청자중 : 부군님, 자중하시어요.",
80,"부군청자중 : 부군님, 자중하시어요 03회.",TV드라마,외화 시리즈,"두 번째 미션도 성공한 줄 알았던 목소석은 갑자기 벼락을 맞고, 진서에게 건넨 장부가 가짜임을 알게 된다. 한편 진천을 도우려다가 미션에 실패하게 된 셈인 목소석은 화가 나서 친정으로 돌아간다.","양택,도지영,쉬궈둥,판리퉁",1320.0,TV드라마,TV드라마,,"부군청자중 : 부군님, 자중하시어요.",
81,사시호 : 황후의 계절 01회.,TV드라마,외화 시리즈,물에 빠져서 죽을 뻔하다 살아난 후로 기억을 잃은 대연국의 여황제는 잘생긴 얼굴과 달리 어딘가 모자란 것 같은 황후가 불만이다. 후궁이 하나도 없다는 사실을 알고 놀란 황제는 어딘가 미심쩍어 보이는 황후를 견제할 겸 새 후궁을 들이기로 한다.,"호단단,정우봉,장동재,뢰희룡",2160.0,TV드라마,TV드라마,,사시호 : 황후의 계절.,
82,산해거수,영화,무협,요괴에게 붙잡혀 여인의 모습으로 변한 주인공이 본모습을 찾기 위해 벌이는 무협 판타지.,"금우미,가가호,문탁",4560.0,무협,영화,,산해거수,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a57wl3KBbOyQ9lxQ06VRbBp9z8A.jpg
83,삼생연기시청환 01회.,TV드라마,외화 시리즈,"본래 망천강 옆에 핀 한 송이 붓꽃에 불과했던 청환은, 어느 날 백택신군의 손짓 한 번에 신선이 된다. 청환은 그 은혜에 보답하고자 온종일 백택을 쫓아다니다가 잘생긴 그의 모습에 점점 반하게 된다. 백택이 속세로 내려갔다는 사실을 알게 된 청환은...","양택,임연유,조군호,손연은",1860.0,TV드라마,TV드라마,,삼생연기시청환.,
84,소녀대인 01회.,TV드라마,외화 시리즈,"명경서 소서인 소자는 범인을 쫓아 기루에 들어서고, 그곳에서 한량인 척 기녀들과 놀고 있는 배소와 마주친다. 소자는 도망치는 범인을 막아서고, 범인이 소자를 해치려 하자, 잠자코 있던 배소가 도와는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
85,소녀대인 02회.,TV드라마,외화 시리즈,"배소와 소자는 청수현의 현령을 찾아가고, 현령은 조사할 생각도 없이 구호금을 가져간 건 용왕이라고 우긴다. 사북명과 동여쌍은 청수현의 가장 부잣집을 찾아가 식량을 빌려달라고 하지만 문전박대당하자, 힘으로 빼앗은 뒤 차용증을 써주며 비운산장에서 받으라고 한다.","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
86,소녀대인 03회.,TV드라마,외화 시리즈,"공 현령은 증인들의 증언과 확실한 증거로 감옥에 갇히지만, 끝까지 구호금 횡령을 부인한다...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
87,소녀대인 04회.,TV드라마,외화 시리즈,"소자는 무희로 변장해서 얼굴을 면사로 가린 채, 사도에게 접근해 약을 탄 술을 먹여 기절시킨다. 그 틈에 사도의 방을 뒤져 비밀 장부를 찾아내지만, 여장한 소자를 의심한 배소가 장부를 빼앗는다. 소자는 배소와 몸싸움을 벌이다 시끄러운 소리에 사람들이 모여드는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
88,소녀대인 05회.,TV드라마,외화 시리즈,"소자와 배소 일행은 사건을 해결하고 한껏 흥이 올라 술자리를 갖고, 술이 약한 소자는 금세 인사불성이 된다. 배소는 소자를 방으로 데려다주려고 하지만, 술에 취한 소자는 배소의 방을 자기 방으로 착각해 막무가내로 들어는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
89,소녀대인 06회.,TV드라마,외화 시리즈,"영안후 세자는 자기 일을 방해한 데 앙심을 품고 소자를 납치하고, 소자가 여자란 사실을 알고는 겁탈하려 한다. 배소는 길에 떨어진 소자의 손수건을 발견하고, 청각과 후각을 총동원해 소자가 끌려간 장소를 알아낸다. 배소는 소자를 구출해 지극정성으로 간호하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
90,소녀대인 07회.,TV드라마,외화 시리즈,"소자는 배소의 집으로 거처를 옮기고, 배소에게 임대계약서를 내밀며 집세를 내겠다고 한다. 배소는 집세를 안 받으면 소자가 떠날까 봐 내키진 않지만 집세를 받기로 하고, 비연이 벼룩의 간을 빼간다며 비난하자, 아예 명경서 소속의 모든 관원의 녹봉을 인상하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
91,소녀대인 08회.,TV드라마,외화 시리즈,"배소와 소자는 현장 조사를 통해, 부자탁의 결백을 증명해줄 증인과 증거를 찾아낸다. 하지만 또다시 혼인을 앞둔 신부가 자살하는 사건이 일어나고, 소자는 단순한 자살 사건이 아니라는 것을 직감한다. 소자는 과거 사건까지 들춰 비슷한 사건을 찾아내는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
92,소녀대인 09회.,TV드라마,외화 시리즈,"배소와 소자 일행은 보화사를 찾지만, 아무런 단서도 찾지 못하고, 소자는 배소가 다른 여자와 정답게 대화하는 모습을 보고 묘한 감정에 휩싸인다. 진원후의 딸인 서지는 제왕비 선발에 참여하게 해달라며 부친을 조른다.","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
93,소녀대인 10회.,TV드라마,외화 시리즈,"배소는 책임감을 느껴 진원후를 찾아가 사죄하지만, 진원후는 비겁하게 뒤에 숨어 자기 안위만 챙긴다며 배소를 비난한다. 소자는 서지의 죽음이 기존의 연쇄 신부 자살 사건을 모방한 것이라는 사실을 알아내고, 조사 끝에 서지의 시중을 들던 시녀의 짓임을 밝혀내는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
94,소녀대인 11회.,TV드라마,외화 시리즈,"소자는 추석을 맞아 여장을 한 채 죽은 가족을 위해 제를 올리고, 배소는 누군가 소자를 알아볼까 봐 주변에 사람이 오지 못 하게 한다. 배소는 시력을 되찾기 위해 위험한 치료를 받겠다고 고집부리고, 태의는 치료가 끝날 때까지 안대를 벗지 말라고 신신당부하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
95,소녀대인 12회.,TV드라마,외화 시리즈,"배소는 엉망이 된 소자의 방을 보고 소자가 위험하다는 것을 직감하고, 다급한 마음에 안대를 풀어 헤치고 소자를 구하러 달려간다. 곡임강은 미인도가 완성되자, 소자에게 최면을 걸어 자살을 유도한다. 소자는 곡임강이 쥐여준 칼을 목에 가져다 대는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
96,소녀대인 13회.,TV드라마,외화 시리즈,"배소의 눈병이 재발해 예전보다 악화하고, 비연은 소자 때문이라며 원망한다. 동여쌍은 독으로 독을 제압하겠다며 두꺼비 독을 구하고, 태의는 이론도 무시하고 무모한 짓을 한다며 비난한다. 동여쌍과 태의는 치료법을 놓고 충돌하는데...","진요,장능혁",2460.0,TV드라마,TV드라마,,소녀대인.,
97,소녀대인 14회.,TV드라마,외화 시리즈,"배소는 모두의 정성으로 건강한 눈을 되찾고, 소자는 사북명에게 자기가 여자라는 사실을 밝힌다. 명경서 소서들의 승급시험이 다가오고, 소자는 시험 과목 중 무예 시험에 자신이 없어 무술훈련에 매진한다. 배소는 직접 소자를 지도하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
98,소녀대인 15회.,TV드라마,외화 시리즈,"소자는 비무시험에서 나흠을 이겨 최종 승자가 되고, 그동안 도와준 배소에게 직접 수를 놓은 손수건을 선물한다. 북융에서 평화협정을 위해 삭목 친왕과 운천 공주가 사절단으로 대량을 방문하고, 삭목 친왕은 운천 공주와 제왕의 화친을 제안하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
99,소녀대인 16회.,TV드라마,외화 시리즈,"황제는 진급 대상자들을 대전으로 불러 일일이 호명하며 임명장을 나눠주고, 소자의 차례가 됐을 때 형부 상서 뇌쟁이 소자가 남장여자라는 사실을 폭로한다. 소자는 그길로 감옥에 갇혀 혹독한 고문을 받고, 배소는 소자를 빼내기 위해 백방으로 방법을 찾는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
100,소녀대인 17회.,TV드라마,외화 시리즈,"배소는 운천 공주와의 관계를 다지기 위해 집으로 초대하고, 운천 공주는 그 답례로 금을 연주한다. 연주를 마친 운천 공주는 자리로 돌아가 술을 마시고, 술잔을 내려놓자마자 피를 토하며 쓰러진다. 명경서에서 사건을 수사하지만 단서 하나 찾지 못하는데...","진요,장능혁",2400.0,TV드라마,TV드라마,,소녀대인.,
